Barcode,Sample
Kinnex16S_Fwd_08--Kinnex16S_Rev_16,s3_35t
Kinnex16S_Fwd_08--Kinnex16S_Rev_15,s3_36t
Kinnex16S_Fwd_08--Kinnex16S_Rev_14,s3_37t
Kinnex16S_Fwd_08--Kinnex16S_Rev_13,s3_38t
Kinnex16S_Fwd_09--Kinnex16S_Rev_20,s3_39t
Kinnex16S_Fwd_09--Kinnex16S_Rev_19,s3_40t
Kinnex16S_Fwd_09--Kinnex16S_Rev_18,s3_41t
Kinnex16S_Fwd_09--Kinnex16S_Rev_17,s3_42t
Kinnex16S_Fwd_09--Kinnex16S_Rev_16,s3_43t
Kinnex16S_Fwd_09--Kinnex16S_Rev_15,s3_44t
Kinnex16S_Fwd_09--Kinnex16S_Rev_14,s4_1t
Kinnex16S_Fwd_09--Kinnex16S_Rev_13,neg24
Kinnex16S_Fwd_10--Kinnex16S_Rev_20,s4_2t
Kinnex16S_Fwd_10--Kinnex16S_Rev_19,s4_3t
Kinnex16S_Fwd_10--Kinnex16S_Rev_18,s4_4t
Kinnex16S_Fwd_10--Kinnex16S_Rev_17,s4_5t
Kinnex16S_Fwd_10--Kinnex16S_Rev_16,s4_6t
Kinnex16S_Fwd_10--Kinnex16S_Rev_15,s4_7t
Kinnex16S_Fwd_10--Kinnex16S_Rev_14,s4_8t
Kinnex16S_Fwd_10--Kinnex16S_Rev_13,s4_9t
Kinnex16S_Fwd_11--Kinnex16S_Rev_20,s4_10t
Kinnex16S_Fwd_11--Kinnex16S_Rev_19,s4_11t
Kinnex16S_Fwd_11--Kinnex16S_Rev_18,s4_12t
Kinnex16S_Fwd_11--Kinnex16S_Rev_17,s4_13t
Kinnex16S_Fwd_11--Kinnex16S_Rev_16,s4_14t
Kinnex16S_Fwd_11--Kinnex16S_Rev_15,s4_15t
Kinnex16S_Fwd_11--Kinnex16S_Rev_14,s4_16t
Kinnex16S_Fwd_11--Kinnex16S_Rev_13,s4_17t
Kinnex16S_Fwd_12--Kinnex16S_Rev_20,s4_18t
Kinnex16S_Fwd_12--Kinnex16S_Rev_19,s4_19t
Kinnex16S_Fwd_12--Kinnex16S_Rev_18,s4_20t
Kinnex16S_Fwd_12--Kinnex16S_Rev_17,s4_21t
Kinnex16S_Fwd_12--Kinnex16S_Rev_16,s4_22t
Kinnex16S_Fwd_12--Kinnex16S_Rev_15,s4_23t
Kinnex16S_Fwd_12--Kinnex16S_Rev_14,s4_24t
Kinnex16S_Fwd_12--Kinnex16S_Rev_13,neg25
Kinnex16S_Fwd_01--Kinnex16S_Rev_28,s4_25t
Kinnex16S_Fwd_01--Kinnex16S_Rev_27,s4_26t
Kinnex16S_Fwd_01--Kinnex16S_Rev_26,s4_27t
Kinnex16S_Fwd_01--Kinnex16S_Rev_25,s4_28t
Kinnex16S_Fwd_01--Kinnex16S_Rev_24,s4_29t
Kinnex16S_Fwd_01--Kinnex16S_Rev_23,s4_30t
Kinnex16S_Fwd_01--Kinnex16S_Rev_22,s4_31t
Kinnex16S_Fwd_01--Kinnex16S_Rev_21,s4_32t
Kinnex16S_Fwd_02--Kinnex16S_Rev_28,s4_33t
Kinnex16S_Fwd_02--Kinnex16S_Rev_27,s4_34t
Kinnex16S_Fwd_02--Kinnex16S_Rev_26,s4_35t
Kinnex16S_Fwd_02--Kinnex16S_Rev_25,s4_36t
Kinnex16S_Fwd_02--Kinnex16S_Rev_24,s4_37t
Kinnex16S_Fwd_02--Kinnex16S_Rev_23,s4_38t
Kinnex16S_Fwd_02--Kinnex16S_Rev_22,s4_39t
Kinnex16S_Fwd_02--Kinnex16S_Rev_21,s4_40t
Kinnex16S_Fwd_03--Kinnex16S_Rev_28,s4_41t
Kinnex16S_Fwd_03--Kinnex16S_Rev_27,s4_42t
Kinnex16S_Fwd_03--Kinnex16S_Rev_26,s4_43t
Kinnex16S_Fwd_03--Kinnex16S_Rev_25,s4_44t
Kinnex16S_Fwd_03--Kinnex16S_Rev_24,s4_45t
Kinnex16S_Fwd_03--Kinnex16S_Rev_23,s4_46t
Kinnex16S_Fwd_03--Kinnex16S_Rev_22,s4_47t
Kinnex16S_Fwd_03--Kinnex16S_Rev_21,neg26
Kinnex16S_Fwd_04--Kinnex16S_Rev_28,s4_48t
Kinnex16S_Fwd_04--Kinnex16S_Rev_27,s4_49t
Kinnex16S_Fwd_04--Kinnex16S_Rev_26,s4_50t
Kinnex16S_Fwd_04--Kinnex16S_Rev_25,s5_1t
Kinnex16S_Fwd_04--Kinnex16S_Rev_24,s5_2t
Kinnex16S_Fwd_04--Kinnex16S_Rev_23,s5_3t
Kinnex16S_Fwd_04--Kinnex16S_Rev_22,s5_4t
Kinnex16S_Fwd_04--Kinnex16S_Rev_21,s5_5t
Kinnex16S_Fwd_05--Kinnex16S_Rev_28,s5_6t
Kinnex16S_Fwd_05--Kinnex16S_Rev_27,s5_7t
Kinnex16S_Fwd_05--Kinnex16S_Rev_26,s5_8t
Kinnex16S_Fwd_05--Kinnex16S_Rev_25,s5_9t
Kinnex16S_Fwd_05--Kinnex16S_Rev_24,s5_10t
Kinnex16S_Fwd_05--Kinnex16S_Rev_23,s5_11t
Kinnex16S_Fwd_05--Kinnex16S_Rev_22,s5_12t
Kinnex16S_Fwd_05--Kinnex16S_Rev_21,s5_13t
Kinnex16S_Fwd_06--Kinnex16S_Rev_28,s5_14t
Kinnex16S_Fwd_06--Kinnex16S_Rev_27,s5_15t
Kinnex16S_Fwd_06--Kinnex16S_Rev_26,s5_16t
Kinnex16S_Fwd_06--Kinnex16S_Rev_25,s5_17t
Kinnex16S_Fwd_06--Kinnex16S_Rev_24,s5_18t
Kinnex16S_Fwd_06--Kinnex16S_Rev_23,s5_19t
Kinnex16S_Fwd_06--Kinnex16S_Rev_22,s5_20t
Kinnex16S_Fwd_06--Kinnex16S_Rev_21,neg27
Kinnex16S_Fwd_07--Kinnex16S_Rev_28,s5_21t
Kinnex16S_Fwd_07--Kinnex16S_Rev_27,s5_22t
Kinnex16S_Fwd_07--Kinnex16S_Rev_26,s5_23t
Kinnex16S_Fwd_07--Kinnex16S_Rev_25,s5_24t
Kinnex16S_Fwd_07--Kinnex16S_Rev_24,s5_25t
Kinnex16S_Fwd_07--Kinnex16S_Rev_23,s5_26t
Kinnex16S_Fwd_07--Kinnex16S_Rev_22,s5_27t
Kinnex16S_Fwd_07--Kinnex16S_Rev_21,s5_28t
Kinnex16S_Fwd_08--Kinnex16S_Rev_28,s5_29t
Kinnex16S_Fwd_08--Kinnex16S_Rev_27,s5_30t
Kinnex16S_Fwd_08--Kinnex16S_Rev_26,s5_31t
Kinnex16S_Fwd_08--Kinnex16S_Rev_25,s5_32t
Kinnex16S_Fwd_08--Kinnex16S_Rev_24,s5_33t
Kinnex16S_Fwd_08--Kinnex16S_Rev_23,s5_34t
Kinnex16S_Fwd_08--Kinnex16S_Rev_22,s5_35t
Kinnex16S_Fwd_08--Kinnex16S_Rev_21,s5_36t
Kinnex16S_Fwd_09--Kinnex16S_Rev_28,s5_37t
Kinnex16S_Fwd_09--Kinnex16S_Rev_27,s5_38t
Kinnex16S_Fwd_09--Kinnex16S_Rev_26,s5_39t
Kinnex16S_Fwd_09--Kinnex16S_Rev_25,s5_40t
Kinnex16S_Fwd_09--Kinnex16S_Rev_24,s5_41t
Kinnex16S_Fwd_09--Kinnex16S_Rev_23,s5_42t
Kinnex16S_Fwd_09--Kinnex16S_Rev_22,s5_43t
Kinnex16S_Fwd_09--Kinnex16S_Rev_21,neg28
Kinnex16S_Fwd_10--Kinnex16S_Rev_28,s5_44t
Kinnex16S_Fwd_10--Kinnex16S_Rev_27,s5_45t
Kinnex16S_Fwd_10--Kinnex16S_Rev_26,s5_46t
Kinnex16S_Fwd_10--Kinnex16S_Rev_25,s5_47t
Kinnex16S_Fwd_10--Kinnex16S_Rev_24,s5_48t
Kinnex16S_Fwd_10--Kinnex16S_Rev_23,s5_49t
Kinnex16S_Fwd_10--Kinnex16S_Rev_22,s5_50t
Kinnex16S_Fwd_10--Kinnex16S_Rev_21,s5_51t
Kinnex16S_Fwd_11--Kinnex16S_Rev_28,s6_1t
Kinnex16S_Fwd_11--Kinnex16S_Rev_27,s6_2t
Kinnex16S_Fwd_11--Kinnex16S_Rev_26,s6_3t
Kinnex16S_Fwd_11--Kinnex16S_Rev_25,s6_4t
Kinnex16S_Fwd_11--Kinnex16S_Rev_24,s6_5t
Kinnex16S_Fwd_11--Kinnex16S_Rev_23,s6_6t
Kinnex16S_Fwd_11--Kinnex16S_Rev_22,s6_7t
Kinnex16S_Fwd_11--Kinnex16S_Rev_21,s6_8t
Kinnex16S_Fwd_12--Kinnex16S_Rev_28,s6_9t
Kinnex16S_Fwd_12--Kinnex16S_Rev_27,s6_10t
Kinnex16S_Fwd_12--Kinnex16S_Rev_26,s6_11t
Kinnex16S_Fwd_12--Kinnex16S_Rev_25,s6_12t
Kinnex16S_Fwd_12--Kinnex16S_Rev_24,s6_13t
Kinnex16S_Fwd_12--Kinnex16S_Rev_23,s6_14t
Kinnex16S_Fwd_12--Kinnex16S_Rev_22,s6_15t
Kinnex16S_Fwd_12--Kinnex16S_Rev_21,neg29
Kinnex16S_Fwd_01--Kinnex16S_Rev_36,s6_16t
Kinnex16S_Fwd_01--Kinnex16S_Rev_35,s6_17t
Kinnex16S_Fwd_01--Kinnex16S_Rev_34,s6_18t
Kinnex16S_Fwd_01--Kinnex16S_Rev_33,s6_19t
Kinnex16S_Fwd_01--Kinnex16S_Rev_32,s6_20t
Kinnex16S_Fwd_01--Kinnex16S_Rev_31,s6_21t
Kinnex16S_Fwd_01--Kinnex16S_Rev_30,s6_22t
Kinnex16S_Fwd_01--Kinnex16S_Rev_29,s6_23t
Kinnex16S_Fwd_02--Kinnex16S_Rev_36,s6_24t
Kinnex16S_Fwd_02--Kinnex16S_Rev_35,s6_25t
Kinnex16S_Fwd_02--Kinnex16S_Rev_34,s6_26t
Kinnex16S_Fwd_02--Kinnex16S_Rev_33,s6_27t
Kinnex16S_Fwd_02--Kinnex16S_Rev_32,s6_28t
Kinnex16S_Fwd_02--Kinnex16S_Rev_31,s6_29t
Kinnex16S_Fwd_02--Kinnex16S_Rev_30,s6_30t
Kinnex16S_Fwd_02--Kinnex16S_Rev_29,s6_31t
Kinnex16S_Fwd_03--Kinnex16S_Rev_36,s6_32t
Kinnex16S_Fwd_03--Kinnex16S_Rev_35,s6_33t
Kinnex16S_Fwd_03--Kinnex16S_Rev_34,s6_34t
Kinnex16S_Fwd_03--Kinnex16S_Rev_33,s6_35t
Kinnex16S_Fwd_03--Kinnex16S_Rev_32,s6_36t
Kinnex16S_Fwd_03--Kinnex16S_Rev_31,s6_37t
Kinnex16S_Fwd_03--Kinnex16S_Rev_30,s6_38t
Kinnex16S_Fwd_03--Kinnex16S_Rev_29,neg30
Kinnex16S_Fwd_04--Kinnex16S_Rev_36,s6_39t
Kinnex16S_Fwd_04--Kinnex16S_Rev_35,s6_40t
Kinnex16S_Fwd_04--Kinnex16S_Rev_34,s6_41t
Kinnex16S_Fwd_04--Kinnex16S_Rev_33,s6_42t
Kinnex16S_Fwd_04--Kinnex16S_Rev_32,s6_43t
Kinnex16S_Fwd_04--Kinnex16S_Rev_31,s6_44t
Kinnex16S_Fwd_04--Kinnex16S_Rev_30,s6_45t
Kinnex16S_Fwd_04--Kinnex16S_Rev_29,s6_46t
Kinnex16S_Fwd_05--Kinnex16S_Rev_36,s6_47t
Kinnex16S_Fwd_05--Kinnex16S_Rev_35,s6_48t
Kinnex16S_Fwd_05--Kinnex16S_Rev_34,s6_49t
Kinnex16S_Fwd_05--Kinnex16S_Rev_33,s6_50t
Kinnex16S_Fwd_05--Kinnex16S_Rev_32,s6_51t
Kinnex16S_Fwd_05--Kinnex16S_Rev_31,s6_52t
Kinnex16S_Fwd_05--Kinnex16S_Rev_30,s6_53t
Kinnex16S_Fwd_05--Kinnex16S_Rev_29,s6_54t
Kinnex16S_Fwd_06--Kinnex16S_Rev_36,s6_55t
Kinnex16S_Fwd_06--Kinnex16S_Rev_35,s6_56t
Kinnex16S_Fwd_06--Kinnex16S_Rev_34,s6_57t
Kinnex16S_Fwd_06--Kinnex16S_Rev_33,s6_58t
Kinnex16S_Fwd_06--Kinnex16S_Rev_32,s6_59t
Kinnex16S_Fwd_06--Kinnex16S_Rev_31,s6_60t
Kinnex16S_Fwd_06--Kinnex16S_Rev_30,s7_1t
Kinnex16S_Fwd_06--Kinnex16S_Rev_29,neg31
Kinnex16S_Fwd_07--Kinnex16S_Rev_36,s7_2t
Kinnex16S_Fwd_07--Kinnex16S_Rev_35,s7_3t
Kinnex16S_Fwd_07--Kinnex16S_Rev_34,s7_4t
Kinnex16S_Fwd_07--Kinnex16S_Rev_33,s7_5t
Kinnex16S_Fwd_07--Kinnex16S_Rev_32,s7_6t
Kinnex16S_Fwd_07--Kinnex16S_Rev_31,s7_7t
Kinnex16S_Fwd_07--Kinnex16S_Rev_30,s7_8t
Kinnex16S_Fwd_07--Kinnex16S_Rev_29,s7_9t
Kinnex16S_Fwd_08--Kinnex16S_Rev_36,s7_10t
Kinnex16S_Fwd_08--Kinnex16S_Rev_35,s7_11t
Kinnex16S_Fwd_08--Kinnex16S_Rev_34,s7_12t
Kinnex16S_Fwd_08--Kinnex16S_Rev_33,s7_13t
Kinnex16S_Fwd_08--Kinnex16S_Rev_32,s7_14t
Kinnex16S_Fwd_08--Kinnex16S_Rev_31,s7_15t
Kinnex16S_Fwd_08--Kinnex16S_Rev_30,s7_16t
Kinnex16S_Fwd_08--Kinnex16S_Rev_29,s7_17t
Kinnex16S_Fwd_09--Kinnex16S_Rev_36,s7_18t
Kinnex16S_Fwd_09--Kinnex16S_Rev_35,s7_19t
Kinnex16S_Fwd_09--Kinnex16S_Rev_34,s7_20t
Kinnex16S_Fwd_09--Kinnex16S_Rev_33,s7_21t
Kinnex16S_Fwd_09--Kinnex16S_Rev_32,s7_22t
Kinnex16S_Fwd_09--Kinnex16S_Rev_31,s7_23t
Kinnex16S_Fwd_09--Kinnex16S_Rev_30,s7_24t
Kinnex16S_Fwd_09--Kinnex16S_Rev_29,neg32
Kinnex16S_Fwd_10--Kinnex16S_Rev_36,s7_25t
Kinnex16S_Fwd_10--Kinnex16S_Rev_35,s7_26t
Kinnex16S_Fwd_10--Kinnex16S_Rev_34,s7_27t
Kinnex16S_Fwd_10--Kinnex16S_Rev_33,s7_28t
Kinnex16S_Fwd_10--Kinnex16S_Rev_32,s7_29t
Kinnex16S_Fwd_10--Kinnex16S_Rev_31,s7_30t
Kinnex16S_Fwd_10--Kinnex16S_Rev_30,s7_31t
Kinnex16S_Fwd_10--Kinnex16S_Rev_29,s7_32t
Kinnex16S_Fwd_11--Kinnex16S_Rev_36,s7_33t
Kinnex16S_Fwd_11--Kinnex16S_Rev_35,s7_34t
Kinnex16S_Fwd_11--Kinnex16S_Rev_34,s7_35t
Kinnex16S_Fwd_11--Kinnex16S_Rev_33,s7_36t
Kinnex16S_Fwd_11--Kinnex16S_Rev_32,s7_37t
Kinnex16S_Fwd_11--Kinnex16S_Rev_31,s7_38t
Kinnex16S_Fwd_11--Kinnex16S_Rev_30,s7_39t
Kinnex16S_Fwd_11--Kinnex16S_Rev_29,s7_40t
Kinnex16S_Fwd_12--Kinnex16S_Rev_36,s7_41t
Kinnex16S_Fwd_12--Kinnex16S_Rev_35,s7_42t
Kinnex16S_Fwd_12--Kinnex16S_Rev_34,s7_43t
Kinnex16S_Fwd_12--Kinnex16S_Rev_33,s7_44t
Kinnex16S_Fwd_12--Kinnex16S_Rev_32,s7_45t
Kinnex16S_Fwd_12--Kinnex16S_Rev_31,s7_46t
Kinnex16S_Fwd_12--Kinnex16S_Rev_30,s7_47t
Kinnex16S_Fwd_12--Kinnex16S_Rev_29,neg33
Kinnex16S_Fwd_01--Kinnex16S_Rev_44,s7_48t
Kinnex16S_Fwd_01--Kinnex16S_Rev_43,s7_49t
Kinnex16S_Fwd_01--Kinnex16S_Rev_42,s7_50t
Kinnex16S_Fwd_01--Kinnex16S_Rev_41,s7_51t
Kinnex16S_Fwd_01--Kinnex16S_Rev_40,s7_52t
Kinnex16S_Fwd_01--Kinnex16S_Rev_39,s7_53t
Kinnex16S_Fwd_01--Kinnex16S_Rev_38,s7_54t
Kinnex16S_Fwd_01--Kinnex16S_Rev_37,s7_55t
Kinnex16S_Fwd_02--Kinnex16S_Rev_44,s7_56t
Kinnex16S_Fwd_02--Kinnex16S_Rev_43,s7_57t
Kinnex16S_Fwd_02--Kinnex16S_Rev_42,s7_58t
Kinnex16S_Fwd_02--Kinnex16S_Rev_41,s7_59t
Kinnex16S_Fwd_02--Kinnex16S_Rev_40,s7_60t
Kinnex16S_Fwd_02--Kinnex16S_Rev_39,s8_1t
Kinnex16S_Fwd_02--Kinnex16S_Rev_38,s8_2t
Kinnex16S_Fwd_02--Kinnex16S_Rev_37,s8_3t
Kinnex16S_Fwd_03--Kinnex16S_Rev_44,s8_4t
Kinnex16S_Fwd_03--Kinnex16S_Rev_43,s8_5t
Kinnex16S_Fwd_03--Kinnex16S_Rev_42,s8_6t
Kinnex16S_Fwd_03--Kinnex16S_Rev_41,s8_7t
Kinnex16S_Fwd_03--Kinnex16S_Rev_40,s8_8t
Kinnex16S_Fwd_03--Kinnex16S_Rev_39,s8_9t
Kinnex16S_Fwd_03--Kinnex16S_Rev_38,s8_10t
Kinnex16S_Fwd_03--Kinnex16S_Rev_37,neg34
Kinnex16S_Fwd_04--Kinnex16S_Rev_44,s8_11t
Kinnex16S_Fwd_04--Kinnex16S_Rev_43,s8_12t
Kinnex16S_Fwd_04--Kinnex16S_Rev_42,s8_13t
Kinnex16S_Fwd_04--Kinnex16S_Rev_41,s8_14t
Kinnex16S_Fwd_04--Kinnex16S_Rev_40,s8_15t
Kinnex16S_Fwd_04--Kinnex16S_Rev_39,s8_16t
Kinnex16S_Fwd_04--Kinnex16S_Rev_38,s8_17t
Kinnex16S_Fwd_04--Kinnex16S_Rev_37,s8_18t
Kinnex16S_Fwd_05--Kinnex16S_Rev_44,s8_19t
Kinnex16S_Fwd_05--Kinnex16S_Rev_43,s8_20t
Kinnex16S_Fwd_05--Kinnex16S_Rev_42,s8_21t
Kinnex16S_Fwd_05--Kinnex16S_Rev_41,s8_22t
Kinnex16S_Fwd_05--Kinnex16S_Rev_40,s8_23t
Kinnex16S_Fwd_05--Kinnex16S_Rev_39,s8_24t
Kinnex16S_Fwd_05--Kinnex16S_Rev_38,s8_25t
Kinnex16S_Fwd_05--Kinnex16S_Rev_37,s8_26t
Kinnex16S_Fwd_06--Kinnex16S_Rev_44,s8_27t
Kinnex16S_Fwd_06--Kinnex16S_Rev_43,s8_28t
Kinnex16S_Fwd_06--Kinnex16S_Rev_42,s8_29t
Kinnex16S_Fwd_06--Kinnex16S_Rev_41,s8_30t
Kinnex16S_Fwd_06--Kinnex16S_Rev_40,s8_31t
Kinnex16S_Fwd_06--Kinnex16S_Rev_39,s8_32t
Kinnex16S_Fwd_06--Kinnex16S_Rev_38,s8_33t
Kinnex16S_Fwd_06--Kinnex16S_Rev_37,neg35
Kinnex16S_Fwd_07--Kinnex16S_Rev_44,s8_34t
Kinnex16S_Fwd_07--Kinnex16S_Rev_43,s8_35t
Kinnex16S_Fwd_07--Kinnex16S_Rev_42,s8_36t
Kinnex16S_Fwd_07--Kinnex16S_Rev_41,s8_37t
Kinnex16S_Fwd_07--Kinnex16S_Rev_40,s8_38t
Kinnex16S_Fwd_07--Kinnex16S_Rev_39,s8_39t
Kinnex16S_Fwd_07--Kinnex16S_Rev_38,s8_40t
Kinnex16S_Fwd_07--Kinnex16S_Rev_37,s8_41t
Kinnex16S_Fwd_08--Kinnex16S_Rev_44,s8_42t
Kinnex16S_Fwd_08--Kinnex16S_Rev_43,s8_43t
Kinnex16S_Fwd_08--Kinnex16S_Rev_42,s8_44t
Kinnex16S_Fwd_08--Kinnex16S_Rev_41,s8_45t
Kinnex16S_Fwd_08--Kinnex16S_Rev_40,s8_46t
Kinnex16S_Fwd_08--Kinnex16S_Rev_39,s8_47t
Kinnex16S_Fwd_08--Kinnex16S_Rev_38,s8_48t
Kinnex16S_Fwd_08--Kinnex16S_Rev_37,s8_49t
Kinnex16S_Fwd_09--Kinnex16S_Rev_44,s8_50t
Kinnex16S_Fwd_09--Kinnex16S_Rev_43,s8_51t
Kinnex16S_Fwd_09--Kinnex16S_Rev_42,s8_52t
Kinnex16S_Fwd_09--Kinnex16S_Rev_41,s8_53t
Kinnex16S_Fwd_09--Kinnex16S_Rev_40,s8_54t
Kinnex16S_Fwd_09--Kinnex16S_Rev_39,s8_55t
Kinnex16S_Fwd_09--Kinnex16S_Rev_38,s9_1t
Kinnex16S_Fwd_09--Kinnex16S_Rev_37,neg36
Kinnex16S_Fwd_10--Kinnex16S_Rev_44,s9_2t
Kinnex16S_Fwd_10--Kinnex16S_Rev_43,s9_3t
Kinnex16S_Fwd_10--Kinnex16S_Rev_42,s9_4t
Kinnex16S_Fwd_10--Kinnex16S_Rev_41,s9_5t
Kinnex16S_Fwd_10--Kinnex16S_Rev_40,s9_6t
Kinnex16S_Fwd_10--Kinnex16S_Rev_39,s9_7t
Kinnex16S_Fwd_10--Kinnex16S_Rev_38,s9_8t
Kinnex16S_Fwd_10--Kinnex16S_Rev_37,s9_9t
Kinnex16S_Fwd_11--Kinnex16S_Rev_44,s9_10t
Kinnex16S_Fwd_11--Kinnex16S_Rev_43,s9_11t
Kinnex16S_Fwd_11--Kinnex16S_Rev_42,s9_12t
Kinnex16S_Fwd_11--Kinnex16S_Rev_41,s9_13t
Kinnex16S_Fwd_11--Kinnex16S_Rev_40,s9_14t
Kinnex16S_Fwd_11--Kinnex16S_Rev_39,s9_15t
Kinnex16S_Fwd_11--Kinnex16S_Rev_38,s9_16t
Kinnex16S_Fwd_11--Kinnex16S_Rev_37,s9_17t
Kinnex16S_Fwd_12--Kinnex16S_Rev_44,s9_18t
Kinnex16S_Fwd_12--Kinnex16S_Rev_43,s9_19t
Kinnex16S_Fwd_12--Kinnex16S_Rev_42,s9_20t
Kinnex16S_Fwd_12--Kinnex16S_Rev_41,s9_21t
Kinnex16S_Fwd_12--Kinnex16S_Rev_40,s9_22t
Kinnex16S_Fwd_12--Kinnex16S_Rev_39,s9_23t
Kinnex16S_Fwd_12--Kinnex16S_Rev_38,s9_24t
Kinnex16S_Fwd_12--Kinnex16S_Rev_37,neg37
